"id","rating"
50400,34.2070328707266
96747,35.9824318730238
1824,24.3220976277559
67597,28.9355411424249
86944,27.8092027751458
85423,24.6732520258364
5500,27.1813943291071
82675,33.9999142402966
5926,28.2678425443007
57666,30.0084203401981
20580,23.238968302058
522,33.1707653465082
97976,26.0899635387644
72316,34.2577997005583
10025,31.6482251787565
32008,31.6053107964985
43956,25.2900668598799
22747,38.5279474437989
70541,41.2388317144776
30351,33.164358859241
35946,38.615468162051
16484,34.9432406021295
62308,25.1324639279971
20714,31.37954227675
72999,24.6722118629762
91548,34.904649019184
80663,26.9999049664198
83281,25.2881459099988
49811,32.1446700066924
28584,31.7944087576123
13941,45.8335490527371
79035,36.708735611838
58246,47.8948278951187
35712,46.9395227992166
86810,41.1431709629333
65300,40.3375462159497
91118,42.7466684873397
9841,43.4415100536978
73160,41.6954350928718
84610,44.0945291710828
96192,48.118478227554
41565,43.6134336175555
69277,40.5751468831891
54676,41.9350783362731
49817,40.1620895258994
83397,48.5897148374404
17849,43.1262279624707
12573,39.3639850023742
66465,46.9089714346798
24589,40.7380037176643
68121,51.050145801537
94377,42.8488362027033
51642,42.665273839807
57753,40.7049476795361
56743,43.9042897342556
37445,40.9407957710224
83520,39.4606292123647
71691,45.9791037028194
41211,46.3563631990164
38886,47.062445814611
49021,30.0415583728924
78734,35.66701609913
57317,47.4808761729455
41255,34.6293277469936
68316,38.9302778413976
10804,28.8787312182004
81813,31.8809643871238
10997,24.825411321042
44530,32.080948014204
40528,27.7065892271015
70294,40.9571926389727
5245,26.7832651590477
88999,42.1702385108185
11779,44.3335536933503
71064,36.0644006232482
37505,29.6218020888491
41582,38.9840938744412
58840,33.2729029844773
52070,34.0647894834378
34148,40.1185771061777
39784,24.6671679371139
59812,30.0883061168267
20648,37.01488213706
6821,23.080088999652
33617,34.7881237458924
39842,29.7162292989096
93970,25.8667535465399
53716,33.0314110394869
19237,30.638709010106
56596,32.456199361012
38374,36.621132544421
76412,40.1471988277983
36828,24.9299791737525
203,30.222341078232
19645,50.7460618175187
89436,42.5145475248752
13016,31.7427978878764
65638,44.0035619609572
88475,29.8738416553506
32747,34.4795010519903
77083,32.1568714416114
45682,34.5502646757788
47455,35.5137566379323
16075,46.807653387257
67764,26.5977249084308
53049,41.061798122505
30795,33.7736073897976
1757,37.7314764872466
43414,31.5721516840544
12336,40.7377314422562
42294,32.8855339399055
27216,43.2192756884957
7286,27.1883942195705
8708,25.5834147201992
68250,39.9713586121651
69928,42.6404272941377
825,51.7352375495663
64614,31.6233973085446
20245,34.0301335702673
58147,28.1138850907879
82585,46.9764972811933
13327,41.3114161995888
9941,42.2041669288889
15448,41.9956705985931
93762,27.5952558060821
52825,35.4661814482645
40016,33.0382264153568
46569,41.5461572617449
71316,44.1578105972588
46996,42.4032580900101
49989,45.3856160236094
11268,27.4506873497366
34437,24.389961390815
90932,30.3445383908844
23685,41.1719710024655
33922,40.3834173745096
33113,25.4662090747947
30577,20.6230254846044
79434,38.3729712647722
41010,31.3277608636643
88210,33.8584241860985
20078,29.6110538296737
46462,41.6699760075121
36116,38.8066437307103
2708,48.2586365627474
28400,38.3460431490865
5098,43.1402293373008
42438,42.6646920842935
66659,36.7390020585417
44609,39.0891903935508
82747,37.5337002317975
67353,50.0331829235321
29454,28.9300859507109
732,39.0588326414502
11369,32.7452730374271
65998,32.9889555055166
26900,35.2691908514462
59976,54.2036516856467
56749,50.5322833431387
26383,44.5561497001655
8239,39.2607930036129
77736,40.2315974271837
56433,41.900322812382
3717,43.9858293574168
81796,41.1405292525035
5970,42.6127055912433
79608,48.7472935494239
76121,31.3951346338887
49900,39.9353738774659
74625,34.5495718162131
88367,25.7965933247113
40316,38.7731977011762
44968,37.8569929079594
52371,48.2000345712874
79786,42.0186516845427
6674,41.2095823851307
2359,44.9215103391271
84388,42.1854573368067
76406,42.5126497525569
11001,25.4712806031977
8908,36.4376260570038
21102,38.6052928765512
91836,41.490814854211
36271,47.1079384409455
63704,37.8659520700276
32698,47.4752923334866
86720,46.0315338231566
31945,30.0433945213722
68673,40.8532163644428
74345,46.3792510424227
89410,29.3388403022317
27144,40.3122767301999
32498,43.7054381547918
4142,41.3689806061707
41591,28.7497780193856
25448,47.2158478145298
31072,37.68811973276
26284,27.7766150757261
63627,38.5228727261292
25937,29.1645313271906
83108,46.3059128950728
23784,28.091510730049
70849,40.7855911168901
98521,33.9707849142128
81764,26.8656062529572
34423,33.9179574554279
22787,29.7636670605601
74025,40.8868621827581
36173,43.2434794773877
46469,39.7674785481524
90657,28.2217309930134
19504,24.5149471324454
31490,28.9381623055018
55711,28.1010092181293
67684,43.3060670520394
8340,41.7552143577974
96396,26.2879131729152
25599,40.7811999729509
47006,30.1056049299597
18155,33.1442600285466
70627,42.3794412025197
29637,42.9562108763063
74197,32.8788737938564
49696,47.0217579043122
28394,29.0746900019825
47484,30.3775383051263
47710,37.0774555912196
99824,43.4044667498289
57711,40.4463644125284
94664,32.3294537078648
54661,32.1181771180498
86038,43.8710318517643
79594,25.0852113457019
7540,40.6448825598863
47142,45.5621154687988
14107,46.9418033622348
63880,22.5742570959695
94412,31.3354014276308
12310,52.4246266959561
